song_id,platform_id,released_year,language,number_of_comments
8582,Y25664459,2016,eng,1638
258,R1232,2001,eng,24652
7638,Y12009,2004,eng,606
1718,T5454,2003,en-US,2169
731,P179780,1971,en-US,2850
4080,U1918305,2008,en-US,3099
6336,X7058,2007,en-US,1076
7789,W70287,1995,,792
3241,S22299763,2016,eng,10047
2477,V5861926,2009,eng,1112
6286,T17560674,2013,eng,2400
5517,S23223,2004,en-GB,911
3135,V17262366,2013,eng,4011
4457,P18225810,2014,eng,3290
5945,P21340,2005,,732
1018,W68487,1996,eng,2699
7106,X402128,1939,en-US,852
1526,P35220,1871,eng,2825
6851,V13526026,2012,eng,1635
6920,U24815,1992,eng,325
9411,X24961498,2012,eng,827
2467,V201146,1957,eng,407
902,X32508,1992,eng,3068
1380,U15195,1986,en-GB,4733
6096,X16188,1987,eng,1581
2415,U281235,1979,eng,1775
1329,U6295,1956,eng,1255
5999,V21796,1974,eng,323
3873,V26236956,2016,eng,3257
3875,R7060582,2010,eng,1525
9724,V153866,2000,en-GB,368
7692,T112874,1995,,475
6169,T48484,2006,eng,1593
9012,T18906484,2013,eng,669
2866,P13147230,2012,eng,4017
1899,X13547188,2012,eng,5569
6448,P47620,2004,,446
9622,W15557,2003,eng,164
5669,Q17333431,2013,eng,1580
9328,Q11913681,2011,eng,579
506,V18635016,2014,eng,21608
3408,S5292853,2009,eng,1712
5611,X4497978,2009,eng,1125
7484,V1244286,2006,ind,926
6221,W17925397,2013,eng,755
8287,P668710,2007,,421
4730,S153193,2004,en-US,858
7681,T148584,1972,eng,884
9006,V116236,1976,,1373
371,P350,1961,eng,6293
193,W3228917,2008,en-US,19383
597,V3836,1605,eng,5429
7300,R17345242,2014,eng,1349
5462,R16171272,2013,eng,2365
4158,T9413044,2012,en-US,4343
1020,P37190,2004,en-US,8372
661,W46677,1972,en-CA,2213
838,X8648,1991,eng,3217
8168,P47730,1981,en-US,305
8013,Y20821299,2014,eng,2277
4868,Y481749,1915,,1066
4990,Q285011,2000,eng,762
7649,S298663,1952,,1046
3614,X27528,1997,en-US,618
5736,R22522202,2015,eng,2566
3767,V22896,1995,eng,2549
2482,V128066,1946,,824
6425,Y77449,1985,eng,1146
1704,R9592,1961,en-US,2195
3076,T56034,1969,eng,1237
8422,V2967316,2009,eng,1036
1269,S16213,1994,eng,3904
6906,Y9439989,2011,en-US,1905
9234,S1593623,2007,eng,402
5677,S1756703,2008,en-US,1467
4266,Q234501,1983,en-US,485
5994,Y56899,1962,eng,1032
9578,Q248871,1990,eng,334
2371,V27126,2006,eng,4092
7060,Y335459,2007,eng,145
7639,P192510,1968,per,931
8636,T192214,1999,eng,336
7600,Q6098691,2009,eng,683
4725,Y13642929,2013,eng,2789
8796,U20820995,2014,,1107
8921,T105744,1997,eng,697
7359,Y28390369,2016,eng,2590
3491,W20342617,2014,eng,5356
6746,V23316,1997,en-US,795
8391,W9915707,2012,eng,1061
9589,S562763,2006,eng,625
9696,V10843036,2011,eng,312
326,T32234,1999,eng,5960
1572,P25100,1991,eng,1407
5134,P52640,1987,eng,851
315,T4894,1998,eng,7877
5149,V12070846,2011,eng,1569
4657,T376514,1959,en-US,295
7117,U174845,1939,,716
2594,X7668,1992,eng,713
1623,Y106069,1997,eng,1670
6847,Y9917879,2011,eng,2180
5880,X40158,2000,,2400
2143,R16992,1996,eng,1020
4256,V556136,2007,eng,4870
681,W8337,1932,eng,4096
3008,S5231173,2009,en-US,2485
620,U402045,1982,eng,5582
3810,R3828382,2008,en-US,1334
7253,U22875,1982,eng,136
2162,S7907803,2010,en-US,2840
6073,Y32429,1993,,423
5101,R11472,1998,en-US,1331
2318,X998,1995,eng,2049
9259,V8288246,2011,en-US,1677
1618,W95617,1993,en-US,2647
3252,P24580,1876,en-US,521
1726,T100464,1997,eng,2077
5199,V6202556,2009,en-US,4019
6572,X520738,2007,,109
4908,P900,2005,en-US,1517
9449,X125958,2006,,637
828,V9516,2000,eng,6588
8613,U10604115,2011,,803
9491,R38562,2006,eng,403
2167,W28260587,2016,eng,11495
6546,R4332082,2008,en-US,2667
9770,S10088913,2009,ara,952
8932,Y8281069,2010,,268
2792,T16065004,2015,eng,2804
4051,W9999107,2010,eng,3901
8448,V92956,1992,eng,497
2636,X10335318,2011,en-US,4490
4368,X10108,1986,en-US,816
7177,P23281640,2015,,1355
9189,Y349129,2003,en-GB,1234
4609,P28940,1995,,2085
2784,W8099187,2010,eng,2557
6753,Q25372801,2016,eng,3358
4812,V646056,1989,,71
1904,T18310944,2015,en-US,1043
6394,V18656036,2014,,2403
1288,T9014,1979,eng,3980
9425,Y16171259,2011,eng,1042
9216,Y15549,2006,,623
784,Y10929,2006,en-US,6632
3644,Q35921,1992,eng,1521
3594,V194366,1905,eng,961
4459,V15566,1992,eng,182
9417,U244115,2006,en-US,220
6387,P7100490,1997,en-US,966
5041,X140278,1957,eng,1254
2968,P833710,2002,eng,1723
8917,X8142508,2010,en-US,737
4291,U24215,2003,en-US,100
4422,V32416,2006,en-US,1317
2565,X10128428,2011,eng,5619
4101,X15568,1991,eng,216
836,T13227454,2012,eng,14583
9544,S481743,1981,eng,1429
9727,S261083,2003,,295
7636,Y7011879,2008,en-GB,301
8727,Y7997069,2010,eng,974
938,R16081272,2012,en-US,10763
4854,U7307795,2010,eng,2639
4433,V6337006,2010,eng,1080
1661,R6905012,2010,en-US,4904
2755,Q41821,1972,eng,1150
3994,U682745,1978,eng,414
2607,Y1248179,2008,en-US,3678
4300,P18282800,2011,eng,1741
4344,X16101018,2013,eng,3189
2027,S374233,1979,eng,4093
3345,V19547856,2015,eng,10986
9026,Y268559,1993,eng,324
3199,Y13612739,2012,en-GB,3977
1523,P8525590,2011,eng,7886
3684,U52635,1986,eng,1132
8014,Q155981,1960,,312
3537,T627984,2007,eng,1372
5384,V10767466,2011,eng,1350
5900,R18304322,2015,eng,4521
6806,S48183,1998,en-US,613
9091,U17348985,2013,eng,1703
6599,R17333302,2013,eng,1123
379,X8667848,2011,eng,25179
7435,X15813668,2013,eng,2410
8286,U101255,1984,en-US,438
4728,X16298,1950,eng,1199
1802,X32418,1999,eng,2098
1720,T7664334,2010,eng,7453
5633,P10706120,2011,eng,355
6157,R23422,2002,,870
6513,U6481245,2009,en-US,711
2488,S4070493,2008,eng,3582
3840,Y542639,1980,,100
2105,Y38619,2007,eng,5139
7190,R15832932,2014,eng,1753
360,R7082,1968,eng,8330
2771,R17667452,2009,en,2506
730,X5308,1947,eng,6121
903,W667,1938,eng,7096
2915,X18498558,2014,eng,6471
6028,Y9509289,2011,en-US,2542
1324,P781110,2000,en-US,4773
4975,X4835838,2009,eng,2132
8583,U29925715,2016,eng,1214
2501,R34502,1994,eng,1172
5596,U538845,1895,eng,694
2427,U6697305,2010,eng,582
5619,W30347,1999,eng,509
337,S13,1996,eng,4254
6415,V16299256,2013,en,1241
1710,U7507825,2010,eng,5259
5159,X8968,2002,,546
1800,P22590,1969,spa,2957
9047,Y94299,2000,en-US,312
7888,T147844,2003,eng,501
2258,T1128434,1993,eng,3124
2184,S13143,1999,eng,927
3864,X3173558,2009,eng,1106
9279,S16130723,2013,eng,724
68,X22628,1999,eng,47116
1206,X1428,1994,eng,3055
4569,Y18244799,2013,eng,2003
7718,V313256,2000,,355
3868,Y81779,-385,eng,914
2372,S12716613,2012,,4008
4460,R201342,1990,eng,376
101,W4137,2000,eng,14982
3123,Y2159,2004,en-US,3036
8773,X441618,1999,,192
6133,Q215541,2003,eng,428
4356,Y10639,2004,eng,1076
9631,X606818,1982,eng,684
8101,S6324903,2009,eng,406
2499,S31173,1853,eng,2731
5678,T133394,1958,eng,1177
727,Y101299,1995,eng,8529
6872,U7145565,2009,dan,1347
8539,W43797,1998,,52
4855,R107032,1988,eng,371
1336,W304027,2007,eng,4273
3676,Y126609,1900,eng,1149
8230,R12968662,2012,eng,2262
1860,Y8835379,2009,en-US,8320
1234,P67920,1973,en-US,1271
6419,Q19536001,2014,eng,2421
7458,T51114,1991,en-US,951
8401,S179033,1977,eng,278
532,P59980,1987,eng,1954
7976,P238140,2002,eng,581
7490,W31357,1989,en-US,286
6721,R3347892,2009,en-US,1224
2197,X50798,1895,en-US,2304
4955,P228990,1977,,297
2730,Y382549,1988,en-US,507
9753,S14403,1995,eng,495
5411,U59825,1998,eng,511
3807,W634407,1987,eng,1392
6403,P6609490,2009,,33
2715,T7739934,2010,eng,1347
1963,Y31259,1990,eng,785
7153,Q7955881,2010,eng,934
3826,R11312,1965,,1732
8351,Y6634409,2010,eng,1329
6473,P22915460,2000,eng,965
1785,P99300,1892,eng,1385
9532,U179565,1904,eng,1098
467,S297673,2007,eng,16640
9502,P7780,1995,,92
8457,W77477,2002,,1304
6495,P123170,1945,,199
588,Y15769,1986,en-US,1010
7614,V77736,1994,,336
3436,Y20898019,2014,eng,4137
2449,P6834410,2010,eng,5536
955,X9418,2001,en-US,2785
5381,W20417,1958,eng,743
1306,Q16171291,2013,eng,7882
6206,Q26158341,2015,en-US,1063
5915,T304,1876,eng,728
7521,Y194479,1985,en-US,367
3312,U23638955,2015,eng,3196
1857,U13835,1984,eng,1464
6976,T7657484,2010,eng,637
9673,W836607,1999,en-US,297
6983,T9279734,2010,en-GB,1018
295,P10644930,2011,eng,30656
332,U65605,1953,eng,8690
386,X233818,1960,en-CA,6699
162,R49552,1942,eng,14836
2345,Y10215349,2012,eng,5673
3999,U8306745,2011,en-US,2513
7330,R894072,1953,,85
5804,V529626,1964,,1069
1744,V465226,2000,eng,3185
7879,W511527,1995,en-GB,418
3905,Y1779929,2005,,2842
5283,X588138,1949,eng,1263
3957,U64865,1985,eng,1233
74,Q99561,2005,eng,47128
4587,V8581936,2011,en-US,2251
842,T16096824,2015,eng,25463
2635,V6023056,2009,,2328
8141,S40483,1954,eng,1270
1683,Q1171,1989,en-US,1678
331,V10916,1998,en-US,9257
5595,Y12888599,2012,eng,3402
9480,U280125,2007,en-US,190
3265,V28866,1999,eng,2077
6900,W29519517,2016,eng,2351
6313,T73084,1995,en-US,1081
6217,T885744,1998,eng,93
6573,P35210,1999,en-US,490
2321,V26,1989,en-US,2119
6834,U16007855,2014,eng,2429
6139,P369110,1972,eng,217
6620,U5755,1994,eng,723
4144,T25153134,2015,en-CA,2071
7469,Y11279,1991,en-US,850
2867,Y1319,2002,en-US,3578
6901,S2493973,2008,eng,1586
9106,S9553503,2011,eng,852
353,V12996,1603,eng,4334
4679,X38568,2005,en-US,1366
6250,Y23929479,2015,fre,1925
8027,R974122,2001,en-US,137
5263,X97898,2003,eng,1085
2414,X81948,1985,,1202
9682,Q1008231,2006,en-US,766
8868,S16333,1965,eng,795
1921,T826584,1991,en-US,774
9919,X762288,1981,,170
9788,R23399022,2015,eng,927
711,W764347,2007,eng,15376
3622,U7156505,2010,eng,1531
2601,R8732,1933,,1519
6952,W1722717,2007,,1555
2539,Y14839,2001,eng,708
1507,R1134122,1952,eng,838
6015,Y22027459,2014,eng,792
6778,P1027760,1956,en-US,118
2631,T29394,2006,eng,1126
5520,W8044557,2010,eng,1216
8645,T6659254,2010,eng,626
460,T18335634,2013,eng,23261
4638,R48132,1956,en-US,1892
2923,W33457,1992,en-US,1377
3472,V284996,1971,eng,1222
7385,Q1191,2006,,68
7944,T16061734,2012,en-CA,1750
1745,X6050678,2009,en-US,6395
2826,P17983690,2013,eng,5374
583,V10637766,2011,eng,7290
7305,T20912424,2015,eng,3796
9075,W7199667,2010,eng,1669
4826,Q15730101,1928,eng,1033
9203,T137894,1999,eng,91
7628,Q9151181,2007,en-CA,760
8726,T296264,1888,eng,404
3248,W920607,2006,eng,3436
2982,R27822,1833,eng,921
37,U100915,1950,eng,15186
8962,Q7818881,2010,eng,722
367,U14995,2003,eng,6357
6866,W8242117,2010,en-US,2279
541,W51737,2004,en-US,7421
2938,R9302,2004,,895
4999,S52823,1664,eng,565
9169,U8257435,2002,eng,1393
8790,P66470,1997,en-US,257
9588,U86655,2006,eng,1517
5314,V3188186,2009,eng,1249
4904,R42512,1991,eng,476
5349,U534255,1994,en-GB,1325
9523,T19523454,2014,eng,1612
2854,Q107301,1950,eng,2706
2053,W5527,1946,eng,1951
5720,S19286623,2014,eng,3112
3711,Q7095831,2010,eng,4077
6202,S1566053,2007,eng,433
7343,W563887,1967,,225
4048,R11872242,2012,eng,1792
5807,Q11450591,2014,eng,1640
1729,W22816087,2015,eng,7338
788,U23955,1993,fre,2029
1169,P13047090,2012,eng,9018
6960,Y13640229,2012,eng,1826
1440,Q1255781,2009,en-US,4273
6734,U393145,2004,en-US,520
2226,Y17349,1995,eng,1839
4026,T45244,2005,eng,901
9872,V24480276,2015,eng,1685
9192,Y5996209,2008,en-GB,784
6356,U13337715,2011,en-GB,721
6722,T10596724,2013,en-CA,1822
9771,S23014603,2015,,1695
5518,U231585,1987,eng,449
7792,W7825557,2010,en-US,2875
9451,Y68099,1992,en-US,1493
673,P15796700,2013,eng,13831
6777,Q89691,2003,eng,2072
6395,S125423,1990,en-US,267
5912,V112756,1999,eng,1120
424,S119073,1980,en-US,6075
3886,S18553,1969,en-US,2041
8335,P18090150,2013,eng,1950
5162,S33813,1990,,1202
9237,T820394,2006,eng,1143
5075,R352262,2003,en-US,3053
1137,U227865,2003,eng,1900
950,T20820994,2014,eng,16701
1788,S24813,1995,eng,346
1911,R7093952,2010,eng,5736
5003,T386234,1975,eng,114
4666,Y7347109,2008,en-US,3358
44,Q15931,1996,eng,17279
114,P6900,1997,eng,19272
5438,U225545,1975,,350
9992,X13616278,2012,eng,742
1079,S13103,1993,en-US,3229
1328,T18144124,2013,eng,7187
6693,P105760,1986,,485
175,W4502507,2009,eng,17693
9977,X202948,1995,,949
9712,T17333174,2016,eng,1656
1866,R18641982,2014,,5343
1882,S9572203,2007,eng,5098
6946,T7636774,2010,en-US,2055
8967,P21795430,2014,eng,1967
1937,P25350,1938,eng,2626
2917,S72223,2006,en-US,3997
5070,X178788,2001,en-GB,2165
6845,S28483,1994,en-US,141
8360,X133488,1947,en-US,309
4656,P30240,2002,en-US,650
3795,T100924,1943,en-US,1644
3955,R18465852,2014,eng,3233
4165,W18660447,2015,eng,4302
6843,X25114548,2015,en-CA,1289
4415,R1429082,1991,jpn,724
6043,Y702539,1990,eng,505
3027,P9570,1971,en-US,857
550,Y3109,2006,eng,11843
8906,W2677,1729,eng,168
4510,X2748,1995,en-US,808
2098,P9590,1965,eng,1444
5867,T478894,1979,,338
9744,R854252,1993,en-US,135
4986,V2029176,2008,eng,1805
553,Q107291,1991,,2448
4683,Q27001,2003,eng,1604
3302,X13928,1999,eng,3186
241,Q47281,1989,eng,10304
3443,X6538,2002,eng,1311
1094,P17150,1918,eng,5860
2082,R646462,609,ara,2619
9369,T23245594,2015,,1017
1107,V80536,2004,,2425
3303,Q556511,1984,en-US,558
5960,S7011403,2010,en-US,818
6067,P73080,1997,eng,1397
6774,R13538992,2012,eng,2259
6298,V5936,1974,en-US,239
575,Y7669,1999,en-US,3628
8076,T184324,2002,eng,276
8,W5107,1951,eng,44920
6826,W7853757,2010,en-US,1800
9308,V11306,1984,eng,642
4135,Y15768409,2014,eng,5714
8149,W7707,1956,,63
2829,S18635113,2014,eng,5096
3434,U15835685,2012,eng,1869
7138,U10115,1997,eng,1045
1786,P26245850,2016,eng,8059
4703,T7122034,2010,eng,1338
94,P320,1967,eng,21671
5191,W11076177,2011,eng,2763
6553,X7628,1915,,1160
9530,V139176,1992,eng,1325
9619,X21411058,2014,eng,2720
1313,Y42389,1992,eng,2067
4430,Y16158519,2013,eng,2207
6070,X48318,1990,eng,1032
3110,U969275,1985,eng,300
4039,Q6365221,2009,en-US,4191
4883,P867650,1954,,269
4394,P139220,2006,,1818
570,R285092,1995,eng,4792
7407,Q11031,1990,en-CA,745
1709,S16433,2005,en-US,2419
2628,X10798418,2011,eng,6387
8702,P3115070,2008,en-US,993
554,W10987,1993,eng,8381
5526,W13067,2005,en-US,2067
517,W4268157,2008,eng,9882
6270,V13170596,2013,eng,1720
8155,W11970747,1998,eng,586
5,Q4671,1925,eng,51992
2973,X124918,1968,eng,324
8865,Y239509,1985,en-US,299
2496,V8584686,2011,eng,7023
9847,S20685373,2014,,1426
1769,W17617277,2013,eng,7007
5371,X8533018,2011,eng,1594
530,W12957,1598,eng,2686
3374,T16434,2004,en-US,1487
2071,T11925514,2012,eng,11912
9655,W85737,1988,en-US,219
3362,T47994,1998,eng,784
6491,R29340182,2016,eng,2780
3529,T509784,1955,eng,1433
5281,S2272813,2008,en-US,1042
2438,P205330,1997,,719
6701,X7968,1988,en-US,446
2125,P24780,1964,en-US,2416
9130,W17449197,2014,eng,2387
7141,S18339743,2014,eng,1677
6987,R40482,1996,eng,581
5193,P9578590,2011,eng,874
2305,U11797365,2012,eng,4268
9528,V22571696,2015,eng,1338
6371,Y91989,2006,en-US,1068
9334,T330944,2005,en-US,211
3900,Q857501,1969,,364
5602,U22540125,2013,eng,1795
3218,X3657138,2009,eng,2316
8604,P901680,1990,,17
4931,Y32769,1931,en-US,467
5174,V18668066,2014,eng,1931
6223,S3763,1954,eng,1146
5352,W7355137,2011,eng,701
816,X6101138,2009,eng,12827
7508,V6606456,2010,eng,2098
6056,U7817785,2010,en-US,713
4611,T110384,2002,eng,1640
9774,T8113344,2010,eng,494
7439,P820480,2008,eng,752
5869,T15802944,2013,eng,1940
572,V46756,2003,eng,10391
1069,T6402364,2009,en-US,3949
7180,X28568,2003,en-US,616
1102,P32370,2003,eng,3148
227,Y5359,1993,eng,1917
2124,S41193,1991,eng,2253
1591,W13667,1972,,1175
5702,W21856367,2014,eng,1393
1774,Q65111,2004,en-US,1545
4684,X25698,1776,eng,667
5878,U437885,1992,,31
6798,S17863,2005,en-US,976
701,R14942,1925,en-US,6360
9537,V8086216,2010,eng,318
3570,P4820,2006,eng,2126
143,W18143977,2014,eng,53413
6463,S98233,2001,en-US,212
3605,Y85459,2004,eng,976
6282,W10431447,2011,eng,2798
1153,V33456,2006,en-US,5640
1917,X3432478,2009,eng,8336
8786,P46460,1961,,882
1838,R8357992,2010,eng,2627
9995,S15613,1924,eng,681
565,Y68429,2007,eng,8541
9765,U68985,2003,eng,446
1954,W89717,1959,eng,5116
716,P531350,2007,en-US,6808
7449,S6345193,2009,eng,1093
3734,P91760,1995,eng,243
3541,W218427,1977,eng,1138
6897,W26224667,2015,eng,2184
7854,Q2992061,1996,eng,1394
6374,S58893,1999,eng,358
2950,S96123,1974,eng,1019
3982,U32505,2005,eng,1229
4196,P816870,1943,en-US,1862
7201,T6609864,2010,en-US,756
7438,V17571466,2014,eng,2747
8152,T265264,1988,,252
221,X60748,1995,eng,13729
6945,Q42631,2000,en-US,412
6781,X33418,2004,eng,441
9155,P227590,1999,eng,798
3411,R6261522,2010,en-US,3793
4711,Y3018539,2005,eng,2401
5977,W20587777,2014,eng,2319
9738,W25671827,2016,eng,2169
1909,Q875441,2007,eng,5303
4466,V17792606,2013,eng,3107
1599,R8949352,2011,en-US,6334
7868,U452235,1991,eng,800
7635,X834378,1953,eng,762
3242,S758153,1960,,229
3035,U32255,2006,en-US,1251
3813,V7505716,1865,eng,280
807,U18302455,2013,eng,17954
6054,U20575425,2014,eng,2354
6009,Y40159,2006,eng,2029
4261,P4600,1982,eng,500
5953,V994156,2001,ind,1190
7583,Q7200351,2010,en-US,917
2136,R2152,2004,en-US,3866
4351,T828084,2002,eng,1699
9662,R6933152,2010,en-US,888
1131,Q47401,1998,eng,3437
3698,V1001896,1916,,255
6274,X25078,1991,en-US,635
436,W9777,1997,eng,9294
3486,Y6441509,2010,en-US,1026
6136,P11410430,2012,eng,2391
4068,R1499952,1912,eng,2796
9147,X228198,1996,eng,141
5504,Q147801,2004,eng,388
2888,S20821043,2014,eng,4883
300,Y39999,2006,eng,19058
174,W1812457,2007,eng,29377
8285,P440960,2005,eng,290
7644,Q12661,1978,en-US,656
1928,Y3679,2005,eng,3904
5425,R30672,1940,eng,1002
8879,Q158141,1985,en-US,454
8186,S116053,1990,eng,457
6800,Y164719,2005,eng,1172
5325,W25307,2005,eng,1192
5471,U84525,2007,,513
8910,T1210754,2008,en-US,1868
6676,Q15733851,2012,,1441
6953,Y18687079,2014,eng,201
9920,V11568316,2011,eng,888
3574,S7569223,2010,en-GB,1134
758,U32145,2003,eng,10513
1546,P7165300,2010,en-US,3022
5067,P4703450,2009,eng,1321
8204,R16056862,2012,eng,1578
2454,R1314332,2007,eng,3910
8850,Y2049,1942,eng,535
9007,S6344423,2009,eng,1196
3976,V29354916,2016,en-GB,3480
6786,S15733523,2012,en-US,1261
2016,W4494917,2009,eng,2359
8677,R152662,1991,eng,403
5515,W618177,1984,en-US,872
7230,X6611038,2010,eng,1836
2753,P120230,2006,,178
8924,P833550,1978,eng,431
593,R13642,1968,en-US,5357
7637,P184850,2007,,1513
5613,Y7617119,2009,eng,3240
2987,W11454587,2012,eng,3799
8998,P292740,1995,eng,553
3058,Y84839,2006,eng,748
7327,U142395,1988,eng,1116
2643,P228630,1945,en-US,1466
410,Q37781,1958,en-US,9884
2560,V815716,1998,eng,765
4224,V13448656,2012,eng,3213
7353,Q91571,1603,eng,625
3111,W89187,2000,eng,1487
3527,X7039218,2012,en-US,3510
230,V2156,1817,eng,13117
281,Y32499,1992,eng,2006
1006,P11887020,2012,eng,6851
8629,U11757975,2011,eng,1285
9963,X92918,1998,en-US,128
43,P10210,1847,eng,31212
3181,U32525,1926,eng,136
7405,S6672183,2010,eng,342
2853,Y5126859,2010,en-US,5757
2102,Q6597651,2009,eng,5473
1602,Q6585201,2010,eng,3289
2026,X6138,1868,eng,3297
7739,V3268926,2008,eng,2361
1031,Q4631,1964,eng,6350
9114,T132314,1849,eng,556
6352,X13272498,2012,,1586
4827,U373915,2005,en-US,1803
3830,X53498,2001,en-US,3482
9721,Q42661,1998,eng,340
6757,S217433,1996,eng,774
2842,U3410425,2008,en-US,1281
3560,S703,2004,eng,2482
2362,Q85431,1988,,1835
7940,W2977487,2008,en-US,1040
8495,Y61909,1994,en-US,458
8729,Y185289,1985,eng,371
4463,Q5509321,2009,en-US,1692
8799,W239917,1975,en-US,262
1348,Y7779,1954,eng,1122
1280,T12914,-17,eng,1804
6990,R17349222,2011,eng,2565
1968,R34262,2004,eng,4375
606,X71728,1970,en-US,5501
2976,X91248,1975,eng,558
3446,S8874743,2011,eng,2744
2544,U18525,1604,eng,1126
8529,T36064,1995,eng,647
3167,Q777211,2003,en-US,654
8646,Y204479,2006,eng,1247
3776,W9827,1962,eng,646
687,W1067,2005,eng,5963
3063,Y210329,1973,eng,1807
3012,Y23481669,2014,,2357
1495,P87640,2005,,1061
6563,R263172,2005,en-US,719
9515,X5750628,2009,eng,1315
5243,P27530,2002,en-US,253
4285,Y7648269,2010,,2472
3686,Q6457081,2009,eng,3817
1924,W34517,1991,eng,1789
8751,R15985392,2012,en-US,773
7992,S9266793,2011,eng,1073
6349,R144792,1999,eng,492
2070,Y13563669,2012,en-US,2619
7728,X1170158,1975,eng,296
7585,V551536,2005,eng,442
9877,P536790,1985,eng,175
9284,T4800764,2009,eng,671
5811,Q15745371,2014,en-CA,1506
4040,Q830791,1998,en-US,567
297,Y135479,1963,eng,8050
4641,X30065028,2016,eng,4692
1166,Q3293821,2009,eng,4142
8276,V16076,1899,eng,618
9928,V33896,2006,en-US,1539
3001,S704043,2007,eng,2530
9895,T27152124,2015,eng,1768
9710,W397867,1974,eng,496
7465,P308540,1993,eng,563
9153,R8803932,2011,eng,1160
1840,V84136,2002,eng,3081
5420,Y61539,1962,eng,838
1926,R69242,2006,en-US,1967
7549,V380976,2000,,644
432,T41804,1950,eng,4335
4023,W6538757,2008,en-GB,3368
3038,X7362158,2010,eng,4732
8563,X22886868,2015,eng,2099
5839,W206197,2007,eng,375
6391,S22193,2004,eng,209
9618,U3295695,2004,eng,1187
6649,T12507214,2012,eng,3111
3352,W321577,1999,en-US,1641
1357,W29797,1678,,2166
4804,V25564446,2015,,4123
1829,R226162,1976,en-US,286
9164,T20886354,2014,eng,950
586,R3682,2003,eng,8902
9458,P17277800,2013,eng,858
8566,S13333093,2012,eng,1194
970,V17182126,2013,eng,10160
7219,Q15738951,2012,en-US,701
7954,Q17455541,2013,en-US,1182
6805,Y18222699,2014,eng,1585
4698,S433533,1921,eng,1160
5719,X16158508,2013,eng,2498
7150,T762064,2001,eng,594
251,S233093,1957,eng,4299
9383,S200963,1986,eng,266
1145,T5204,1996,eng,2557
5492,Q906541,1960,eng,246
8463,Q3698601,2008,,689
5895,X11277218,2011,en-US,3049
7259,Y6818019,2009,eng,2294
6311,U296125,1963,eng,142
523,X133518,1990,en-US,10666
5119,T1207904,2007,en-US,1272
4319,U293625,1973,,1942
5310,Q13821,1967,en-US,1100
1719,U32435,1983,en-US,1005
4729,X926908,1976,eng,329
8416,V35476,1932,en-GB,514
9962,X52588,1998,en-GB,841
7394,P45260,1999,,327
5402,Q93731,2003,eng,639
6198,Q9666241,2010,ara,1602
7083,W819667,2002,en-US,408
120,V452306,2001,eng,6477
6854,Q17159011,2013,eng,1803
6718,U905885,2006,en-GB,267
8992,P109520,2006,eng,860
5436,V253106,2003,eng,1459
7392,U24965,1843,eng,638
2350,Y13056159,2012,en-US,5063
2384,X9681098,2011,eng,2557
1768,T34504,1988,eng,2031
1626,R5217282,2009,eng,2700
6799,Q23209971,2015,eng,1987
248,R1622,1595,eng,5724
1226,T6424,2001,en-US,1833
1821,T2292384,2008,en-US,3147
3330,P30260,2006,eng,1168
4671,V5186,1994,eng,1068
2742,U9160695,2011,eng,6270
1257,P1421990,2007,eng,6298
4413,S86643,2007,en-US,2642
2164,S127823,2005,eng,1804
4295,X2277378,2007,en-GB,2415
7016,P773480,1968,eng,124
2695,Y19469,1990,en-US,2293
1828,T330744,1997,eng,374
6182,P787660,1985,eng,463
7239,P95420,1997,en-US,750
9078,P355190,1978,eng,648
4953,W18176747,2014,eng,1300
7530,V16066586,2014,eng,1977
4076,Q5152561,2009,en-US,1839
4206,Q594361,1994,,80
3774,P239810,1972,en-US,2076
9543,Y16041169,2012,eng,1143
5401,X22358,2005,eng,879
3986,U14595,1996,en-US,902
8709,P16077150,2013,en-GB,1552
97,U17245,1897,eng,17263
9359,W91017,2003,eng,652
9280,P111220,1999,en-US,539
171,Y6969,1815,eng,11724
5986,P10450750,2011,en-US,302
1994,R17337562,2013,eng,4490
2994,R58822,2000,eng,2539
7183,X12291438,2013,eng,3298
1510,V2454986,2006,eng,667
6016,U8635145,2010,eng,1929
9723,W552987,2007,en-US,820
4768,Y149049,1979,eng,462
5446,T420404,1958,eng,480
9799,W21418017,2013,eng,624
9291,W145397,1991,eng,509
4406,W33727,1996,eng,1021
422,Q862041,1998,eng,6508
2360,V23125266,2016,en-GB,7154
9178,X302998,1990,eng,609
7693,W23158207,2014,en-CA,883
2015,T83674,1992,eng,3458
255,R662,1957,eng,14666
1584,U18545,1966,eng,1541
4523,V206196,2002,eng,1129
3233,W8274537,2010,,1036
408,R1842,1997,eng,7872
1853,P760,2004,eng,3018
5770,X3675828,2009,eng,1560
9954,U13129925,2014,,2529
5146,T424,1968,,1571
1136,S5941033,2009,en-US,8255
476,Y7069,1978,eng,4569
4170,X6006518,2009,eng,2089
2602,Y498389,2003,eng,1887
4106,U49455,1864,eng,2285
214,V561456,2007,eng,15418
7399,P33770,2000,,230
8687,W77427,1973,eng,489
3401,R25205422,2015,eng,2607
36,V3636,1993,eng,54084
4867,Y5215879,2009,en-US,1081
3191,W23093367,2014,eng,3198
8890,V836606,1999,en-US,394
8857,X6328,1982,,627
2890,Y227729,1998,en-US,806
693,S455373,1987,eng,2313
3418,R714902,2001,en-GB,2446
4198,V16090636,2012,eng,1741
8021,U828015,2000,eng,1497
9140,T1541884,2008,eng,614
